,chembl_id,pref_name,canonical_smiles,max_phase_x,molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,max_phase_y,pass_ratio
7421,CHEMBL286494,HYPERICIN,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,3,36295,504.45,5.08,8.0,6.0,155.52,0.0,N,3.0,6.65,3.37,7.7,6.41,NEUTRAL,504.45,8.0,38.0,0.12,504.0845,C30H16O8,8.0,6.0,3.0,0.61,3,0.2857142857142857
7422,CHEMBL145,CAFFEIC ACID,O=C(O)/C=C/c1ccc(O)c(O)c1,3,37812,180.16,1.2,3.0,3.0,77.76,2.0,N,0.0,3.45,,1.53,-1.87,ACID,180.16,1.0,13.0,0.47,180.0423,C9H8O4,4.0,3.0,0.0,1.12,3,0.42857142857142855
7423,CHEMBL31965,CANERTINIB,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,3,41764,485.95,4.39,7.0,2.0,88.61,9.0,N,0.0,12.54,6.87,3.9,3.79,NEUTRAL,485.95,3.0,34.0,0.34,485.163,C24H25ClFN5O3,8.0,2.0,0.0,-1.82,3,0.7142857142857143
7424,CHEMBL757,NANDROLONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,3,42013,274.4,3.49,2.0,1.0,37.3,0.0,N,0.0,,,3.07,3.07,NEUTRAL,274.4,0.0,20.0,0.73,274.1933,C18H26O2,2.0,1.0,0.0,2.56,3,0.7142857142857143
7425,CHEMBL31422,MALTOL,Cc1occc(=O)c1O,3,42577,126.11,0.65,3.0,1.0,50.44,0.0,Y,0.0,9.45,,0.55,0.54,NEUTRAL,126.11,1.0,9.0,0.55,126.0317,C6H6O3,3.0,1.0,0.0,0.92,3,0.7142857142857143
7426,CHEMBL286398,PROPYLENE GLYCOL,CC(O)CO,3,42689,76.1,-0.64,2.0,2.0,40.46,1.0,Y,0.0,,,-0.79,-0.79,NEUTRAL,76.1,0.0,5.0,0.44,76.0524,C3H8O2,2.0,2.0,0.0,1.11,3,0.7142857142857143
7427,CHEMBL285123,(D)-SERINE,N[C@H](CO)C(=O)O,3,43888,105.09,-1.61,3.0,3.0,83.55,2.0,N,0.0,2.03,8.93,-3.89,-3.9,ZWITTERION,105.09,0.0,7.0,0.39,105.0426,C3H7NO3,4.0,4.0,0.0,1.41,3,0.7142857142857143
7428,CHEMBL32479,BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,3,47006,393.7,4.4,5.0,0.0,43.07,1.0,N,0.0,,3.82,3.9,3.9,NEUTRAL,393.7,3.0,22.0,0.61,391.9498,C15H10BrClN4S,4.0,0.0,0.0,-1.01,3,0.8571428571428571
7429,CHEMBL417675,PALMIDROL,CCCCCCCCCCCCCCCC(=O)NCCO,3,47261,299.5,4.58,2.0,2.0,49.33,16.0,N,0.0,,,4.98,4.98,NEUTRAL,299.5,0.0,21.0,0.41,299.2824,C18H37NO2,3.0,2.0,0.0,-0.09,3,0.42857142857142855
7430,CHEMBL431701,SILYBIN A,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,3,47766,482.44,2.36,10.0,5.0,155.14,4.0,N,0.0,7.75,,2.63,2.47,NEUTRAL,482.44,3.0,35.0,0.37,482.1213,C25H22O10,10.0,5.0,0.0,1.96,3,0.5714285714285714
7431,CHEMBL38380,FASUDIL,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,3,50822,291.38,1.22,4.0,1.0,62.3,2.0,N,0.0,,8.04,0.32,-0.4,NEUTRAL,291.38,2.0,20.0,0.9,291.1041,C14H17N3O2S,5.0,1.0,0.0,-1.64,3,1.0
7432,CHEMBL35505,DIHYDRALAZINE,N/N=c1\[nH][nH]/c(=N\N)c2ccccc12,3,50889,190.21,-0.96,4.0,4.0,108.34,0.0,N,0.0,10.41,9.26,-0.41,-2.6,BASE,190.21,2.0,14.0,0.32,190.0967,C8H10N6,6.0,6.0,1.0,-0.29,3,0.5714285714285714
7433,CHEMBL35228,PYRONARIDINE,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,3,51003,518.06,6.09,7.0,2.0,73.75,7.0,N,2.0,7.96,10.08,4.22,2.08,BASE,518.06,4.0,37.0,0.23,517.2245,C29H32ClN5O2,7.0,2.0,2.0,-0.83,3,0.14285714285714285
7434,CHEMBL290352,CEP-1347,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,3,52141,615.78,6.16,9.0,2.0,94.72,7.0,N,2.0,10.71,,5.73,5.73,NEUTRAL,615.78,5.0,43.0,0.21,615.1862,C33H33N3O5S2,8.0,2.0,2.0,0.58,3,0.5714285714285714
7435,CHEMBL816,ETHYLENEDIAMINE,NCCN,3,55080,60.1,-1.1,2.0,2.0,52.04,1.0,Y,0.0,,9.69,-1.42,-3.78,BASE,60.1,0.0,4.0,0.4,60.0687,C2H8N2,2.0,4.0,0.0,0.34,3,0.7142857142857143
7436,CHEMBL289228,TIPIFARNIB,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,3,56713,489.41,5.5,5.0,1.0,65.84,4.0,N,1.0,,7.5,4.69,4.34,NEUTRAL,489.41,5.0,34.0,0.36,488.1171,C27H22Cl2N4O,5.0,2.0,1.0,-0.73,3,0.42857142857142855
7437,CHEMBL412531,THYMOSIN,CC[C@H](C)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](N)CS)C(C)C)C(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)O)C(C)C)C(C)C)C(C)C)[C@H](C)O,3,57157,3051.38,,,,,,,,,,,,,3051.38,,,,3049.5013,C128H216N32O51S,,,,,3,0.2857142857142857
7438,CHEMBL290194,ALIZAPRIDE,C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,3,57186,315.38,1.35,5.0,2.0,83.14,6.0,N,0.0,8.41,7.69,1.04,0.82,NEUTRAL,315.38,2.0,23.0,0.79,315.1695,C16H21N5O2,7.0,2.0,0.0,-1.34,3,0.8571428571428571
7439,CHEMBL413376,SURAMIN HEXASODIUM,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],3,59311,1297.3,,,,,,,,,,,,,1429.19,,,,1296.0469,C51H34N6Na6O23S6,,,,,3,0.2857142857142857
7440,CHEMBL41632,TIRATRICOL,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,3,60268,621.93,4.63,3.0,2.0,66.76,4.0,N,1.0,2.31,,5.59,2.05,ACID,621.93,2.0,21.0,0.49,621.7635,C14H9I3O4,4.0,2.0,1.0,0.27,3,0.2857142857142857
7441,CHEMBL296522,RENZAPRIDE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,3,61127,323.82,2.14,4.0,2.0,67.59,3.0,N,0.0,,8.8,1.14,-0.27,BASE,323.82,1.0,22.0,0.84,323.1401,C16H22ClN3O2,5.0,3.0,0.0,-0.46,3,0.8571428571428571
7442,CHEMBL440294,PIPAMPERONE,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,3,65538,375.49,2.59,4.0,1.0,66.64,7.0,N,0.0,,8.39,1.87,0.83,NEUTRAL,375.49,1.0,27.0,0.74,375.2322,C21H30FN3O2,5.0,2.0,0.0,-0.94,3,1.0
7443,CHEMBL858,EDETIC ACID,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,3,65917,292.24,-2.07,6.0,4.0,155.68,11.0,N,0.0,0.33,10.62,-4.92,-14.73,ZWITTERION,292.24,0.0,20.0,0.33,292.0907,C10H16N2O8,10.0,4.0,0.0,-0.35,3,0.5714285714285714
7444,CHEMBL43048,MIDOMAFETAMINE,CNC(C)Cc1ccc2c(c1)OCO2,3,66613,193.25,1.57,3.0,1.0,30.49,3.0,Y,0.0,,10.14,1.86,-0.76,BASE,193.25,1.0,14.0,0.79,193.1103,C11H15NO2,3.0,1.0,0.0,0.11,3,0.7142857142857143
7445,CHEMBL295124,BERBERINE,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,3,66831,336.37,3.1,4.0,0.0,40.8,2.0,N,0.0,,,-1.28,-1.28,NEUTRAL,336.37,3.0,25.0,0.67,336.123,C20H18NO4+,5.0,0.0,0.0,1.3,3,0.7142857142857143
7446,CHEMBL46618,OTAMIXABAN,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,3,67105,446.51,2.42,5.0,3.0,132.21,8.0,N,0.0,,11.46,1.54,-0.87,BASE,446.51,3.0,33.0,0.16,446.1954,C25H26N4O4,8.0,4.0,0.0,-0.33,3,0.7142857142857143
7447,CHEMBL297453,EPIGALOCATECHIN GALLATE,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,3,67987,458.38,2.23,11.0,8.0,197.37,3.0,N,2.0,7.99,,3.08,2.97,NEUTRAL,458.38,3.0,33.0,0.21,458.0849,C22H18O11,11.0,8.0,2.0,1.65,3,0.14285714285714285
7448,CHEMBL46257,PUTRESCINE,NCCCCN,3,71335,88.15,-0.32,2.0,2.0,52.04,3.0,Y,0.0,,10.51,-0.85,-6.05,BASE,88.15,0.0,6.0,0.46,88.1,C4H12N2,2.0,4.0,0.0,0.57,3,0.5714285714285714
7449,CHEMBL49429,LIXIVAPTAN,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1,3,73070,473.94,6.05,3.0,1.0,54.34,3.0,N,1.0,,,5.98,5.98,NEUTRAL,473.94,4.0,34.0,0.39,473.1306,C27H21ClFN3O2,5.0,1.0,1.0,-1.87,3,0.42857142857142855
7450,CHEMBL48361,DABIGATRAN,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,3,75302,471.52,2.99,7.0,4.0,150.22,9.0,N,0.0,3.18,12.52,0.08,0.08,ZWITTERION,471.52,4.0,35.0,0.22,471.2019,C25H25N7O3,10.0,5.0,0.0,-1.54,3,0.42857142857142855
7451,CHEMBL51085,EBSELEN,O=c1c2ccccc2[se]n1-c1ccccc1,3,75507,274.18,,,,,,,,,,,,,274.18,,,,274.9849,C13H9NOSe,,,,,3,0.7142857142857143
7452,CHEMBL48802,SULFORAPHANE,C[S+]([O-])CCCCN=C=S,3,75869,177.29,1.25,3.0,0.0,35.42,5.0,N,0.0,,0.87,0.22,0.22,NEUTRAL,177.29,0.0,10.0,0.27,177.0282,C6H11NOS2,2.0,0.0,0.0,0.73,3,0.5714285714285714
7453,CHEMBL889,PALIFOSFAMIDE,O=P(O)(NCCCl)NCCCl,3,76250,221.02,0.74,1.0,3.0,61.36,6.0,N,0.0,5.43,,-0.39,-2.23,ACID,221.02,0.0,11.0,0.46,219.9935,C4H11Cl2N2O2P,4.0,3.0,0.0,0.11,3,0.8571428571428571
7454,CHEMBL431733,NAMODENOSON,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,3,76361,544.74,1.06,9.0,4.0,134.42,5.0,N,1.0,12.39,1.96,1.51,1.51,NEUTRAL,544.74,3.0,30.0,0.28,544.0123,C18H18ClIN6O4,10.0,4.0,1.0,-0.35,3,0.42857142857142855
7455,CHEMBL52333,ROLOFYLLINE,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,3,76666,356.47,2.78,5.0,1.0,72.68,5.0,N,0.0,8.4,2.44,3.23,3.2,NEUTRAL,356.47,2.0,26.0,0.9,356.2212,C20H28N4O2,6.0,1.0,0.0,-0.29,3,1.0
7456,CHEMBL50882,TIRAPAZAMINE,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],3,78108,178.15,-0.92,4.0,1.0,92.79,0.0,N,0.0,12.97,2.18,-0.29,-0.29,NEUTRAL,178.15,2.0,13.0,0.42,178.0491,C7H6N4O2,6.0,2.0,0.0,-0.27,3,0.5714285714285714
7457,CHEMBL51483,GOSSYPOL,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,3,78169,518.56,6.38,8.0,6.0,155.52,5.0,N,3.0,7.8,,8.02,7.86,NEUTRAL,518.56,4.0,38.0,0.13,518.1941,C30H30O8,8.0,6.0,3.0,0.77,3,0.14285714285714285
7458,CHEMBL298359,MITOMYCIN A,COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@H]3CN21,3,79107,349.34,-0.96,8.0,2.0,130.1,4.0,N,0.0,,5.6,-0.3,-0.3,NEUTRAL,349.34,0.0,25.0,0.49,349.1274,C16H19N3O6,9.0,3.0,0.0,2.3,3,0.5714285714285714
7459,CHEMBL53366,IMIDAFENACIN,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,3,80299,319.41,3.05,3.0,1.0,60.91,6.0,N,0.0,,7.35,2.76,2.52,NEUTRAL,319.41,3.0,24.0,0.76,319.1685,C20H21N3O,4.0,2.0,0.0,-0.71,3,0.8571428571428571
7460,CHEMBL53904,ZUCLOPENTHIXOL,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,3,80351,400.98,4.24,4.0,1.0,26.71,5.0,N,0.0,,8.03,4.22,3.5,NEUTRAL,400.98,2.0,27.0,0.69,400.1376,C22H25ClN2OS,3.0,1.0,0.0,-0.72,3,0.5714285714285714
7461,CHEMBL52939,SARPOGRELATE,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,3,80532,429.51,3.2,6.0,1.0,85.3,13.0,N,0.0,3.78,8.15,1.12,1.07,ACID,429.51,2.0,31.0,0.49,429.2151,C24H31NO6,7.0,1.0,0.0,-0.14,3,0.7142857142857143
7462,CHEMBL54661,FLUPENTIXOL,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3,80542,434.53,4.6,4.0,1.0,26.71,5.0,N,0.0,,8.03,4.5,3.78,NEUTRAL,434.53,2.0,30.0,0.63,434.164,C23H25F3N2OS,3.0,1.0,0.0,-0.77,3,0.5714285714285714
7463,CHEMBL301742,ARBACLOFEN,NC[C@H](CC(=O)O)c1ccc(Cl)cc1,3,81559,213.66,1.86,2.0,2.0,63.32,4.0,N,0.0,3.89,9.79,-0.78,-0.78,ZWITTERION,213.66,1.0,14.0,0.8,213.0557,C10H12ClNO2,3.0,3.0,0.0,0.05,3,1.0
7464,CHEMBL300138,ENZASTAURIN,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,3,83217,515.62,4.93,6.0,1.0,72.16,5.0,N,1.0,9.73,8.28,3.81,3.02,NEUTRAL,515.62,5.0,39.0,0.34,515.2321,C32H29N5O2,7.0,1.0,1.0,-0.79,3,0.2857142857142857
7465,CHEMBL55214,NERIDRONIC ACID,NCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,3,84059,277.15,-0.49,4.0,6.0,161.31,7.0,N,1.0,0.69,10.21,-3.35,-5.71,ZWITTERION,277.15,0.0,16.0,0.27,277.048,C6H17NO7P2,8.0,7.0,1.0,0.8,3,0.2857142857142857
7466,CHEMBL301523,PHENYLALANINE,N[C@@H](Cc1ccccc1)C(=O)O,3,84516,165.19,0.64,2.0,2.0,63.32,3.0,N,0.0,2.47,9.45,-1.18,-1.19,ZWITTERION,165.19,1.0,12.0,0.69,165.079,C9H11NO2,3.0,3.0,0.0,0.48,3,0.7142857142857143
7467,CHEMBL56021,ACETYL-L-LEUCINE,CC(=O)N[C@@H](CC(C)C)C(=O)O,3,84549,173.21,0.62,2.0,2.0,66.4,4.0,N,0.0,4.2,,0.49,-2.54,ACID,173.21,0.0,12.0,0.65,173.1052,C8H15NO3,4.0,2.0,0.0,0.16,3,0.7142857142857143
7468,CHEMBL291962,LEUCINE,CC(C)C[C@H](N)C(=O)O,3,84592,131.17,0.44,2.0,2.0,63.32,3.0,N,0.0,2.79,9.52,-1.59,-1.59,ZWITTERION,131.17,0.0,9.0,0.58,131.0946,C6H13NO2,3.0,3.0,0.0,0.98,3,0.7142857142857143
7469,CHEMBL446143,ORNITHINE,NCCC[C@H](N)C(=O)O,3,84680,132.16,-0.86,3.0,3.0,89.34,4.0,N,0.0,2.67,10.29,-3.66,-5.42,ZWITTERION,132.16,0.0,9.0,0.46,132.0899,C5H12N2O2,4.0,5.0,0.0,1.59,3,0.7142857142857143
7470,CHEMBL57242,AZILSARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,3,87493,456.46,4.19,7.0,2.0,123.24,7.0,N,0.0,3.51,1.5,5.08,0.86,ACID,456.46,5.0,34.0,0.38,456.1434,C25H20N4O5,9.0,2.0,0.0,-0.88,3,0.8571428571428571
7471,CHEMBL298406,ECOPIPAM,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,3,88246,313.83,3.98,2.0,1.0,23.47,0.0,N,0.0,7.5,8.52,4.07,3.91,BASE,313.83,2.0,22.0,0.79,313.1233,C19H20ClNO,2.0,1.0,0.0,0.52,3,0.7142857142857143
7472,CHEMBL56900,LERISETRON,c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,3,88791,292.39,2.49,4.0,1.0,33.09,3.0,N,0.0,,8.82,3.46,2.03,BASE,292.39,3.0,22.0,0.8,292.1688,C18H20N4,4.0,1.0,0.0,-1.46,3,0.8571428571428571
7473,CHEMBL58061,CO-TRIMOXAZOLE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,3,92706,543.61,,,,,,,,,,,,,543.61,,,,543.19,C24H29N7O6S,,,,,3,0.2857142857142857
7474,CHEMBL954,ENCLOMIPHENE,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,3,92984,405.97,6.56,2.0,0.0,12.47,9.0,N,1.0,,9.31,6.47,4.57,BASE,405.97,3.0,29.0,0.37,405.1859,C26H28ClNO,2.0,0.0,1.0,-0.67,3,0.2857142857142857
7475,CHEMBL60889,MOSAPRIDE,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,3,93995,421.9,3.09,5.0,2.0,76.82,7.0,N,0.0,,5.98,2.75,2.73,NEUTRAL,421.9,2.0,29.0,0.67,421.1568,C21H25ClFN3O3,6.0,3.0,0.0,-1.83,3,0.8571428571428571
7476,CHEMBL61780,TEZOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,3,94071,605.64,3.21,13.0,3.0,200.11,12.0,N,2.0,3.53,3.08,3.29,1.13,ACID,605.64,5.0,43.0,0.19,605.1805,C27H27N9O6S,15.0,3.0,2.0,-1.13,3,0.42857142857142855
7477,CHEMBL64130,NAPABUCASIN,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,3,96210,240.21,2.26,4.0,0.0,64.35,1.0,N,0.0,13.98,,1.46,1.46,NEUTRAL,240.21,2.0,18.0,0.61,240.0423,C14H8O4,4.0,0.0,0.0,0.96,3,0.8571428571428571
7478,CHEMBL65567,CREATININE,CN1CC(=O)NC1=N,3,101329,113.12,-1.02,2.0,2.0,56.19,0.0,Y,0.0,10.45,4.96,-1.06,-1.07,NEUTRAL,113.12,0.0,8.0,0.42,113.0589,C4H7N3O,4.0,2.0,0.0,-0.32,3,0.5714285714285714
7479,CHEMBL291657,CRINECERFONT,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,3,102752,483.05,7.52,4.0,0.0,25.36,8.0,N,1.0,,2.52,8.88,8.88,NEUTRAL,483.05,3.0,33.0,0.31,482.1595,C27H28ClFN2OS,3.0,0.0,1.0,-1.28,3,0.2857142857142857
7480,CHEMBL66092,LAQUINIMOD,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,3,102755,356.81,3.56,4.0,1.0,62.54,3.0,N,0.0,5.02,,2.55,0.3,ACID,356.81,3.0,25.0,0.78,356.0928,C19H17ClN2O3,5.0,1.0,0.0,-1.08,3,0.8571428571428571
7481,CHEMBL67279,TALABOSTAT,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,3,103029,214.07,,,,,,,,,,,,,214.07,,,,214.1489,C9H19BN2O3,,,,,3,0.8571428571428571
7482,CHEMBL68117,VOSAROXIN,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,3,103395,401.45,0.96,9.0,2.0,109.58,5.0,N,0.0,4.87,8.8,-0.43,-0.44,ZWITTERION,401.45,3.0,28.0,0.65,401.1158,C18H19N5O4S,9.0,2.0,0.0,-0.79,3,0.8571428571428571
7483,CHEMBL165,RESVERATROL,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,3,103658,228.25,2.97,3.0,3.0,60.69,2.0,N,0.0,8.49,,3.4,3.37,NEUTRAL,228.25,2.0,17.0,0.69,228.0786,C14H12O3,3.0,3.0,0.0,0.75,3,0.8571428571428571
7484,CHEMBL68055,ACOLBIFENE,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,3,103971,457.57,6.03,5.0,2.0,62.16,6.0,N,1.0,8.39,8.87,4.91,4.43,BASE,457.57,3.0,34.0,0.47,457.2253,C29H31NO4,5.0,2.0,1.0,0.05,3,0.2857142857142857
7485,CHEMBL303933,PIPERAQUINE,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,3,105568,535.52,5.42,6.0,0.0,38.74,6.0,N,2.0,,8.47,5.27,3.87,NEUTRAL,535.52,4.0,37.0,0.33,534.2066,C29H32Cl2N6,6.0,0.0,2.0,-0.88,3,0.42857142857142855
7486,CHEMBL69308,PELUBIPROFEN,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,3,107098,258.32,3.4,2.0,1.0,54.37,3.0,N,0.0,4.11,,3.72,0.63,ACID,258.32,1.0,19.0,0.85,258.1256,C16H18O3,3.0,1.0,0.0,0.06,3,0.7142857142857143
7487,CHEMBL71263,VADIMEZAN,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,3,112046,282.3,3.19,3.0,1.0,67.51,2.0,N,0.0,3.6,,3.62,0.28,ACID,282.3,3.0,21.0,0.73,282.0892,C17H14O4,4.0,1.0,0.0,0.13,3,0.7142857142857143
7488,CHEMBL70663,DAPIVIRINE,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,3,114423,329.41,4.76,5.0,2.0,73.63,4.0,N,0.0,11.43,4.45,5.6,5.6,NEUTRAL,329.41,3.0,25.0,0.72,329.164,C20H19N5,5.0,2.0,0.0,-1.57,3,0.8571428571428571
7489,CHEMBL308148,SAREDUTANT,CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,3,115369,552.55,6.37,3.0,1.0,52.65,9.0,N,2.0,13.69,9.03,5.25,3.61,BASE,552.55,3.0,38.0,0.34,551.2106,C31H35Cl2N3O2,5.0,1.0,2.0,-1.06,3,0.42857142857142855
7490,CHEMBL1016,CANDESARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3,116848,440.46,4.03,7.0,2.0,118.81,7.0,N,0.0,3.44,1.5,4.68,-0.3,ACID,440.46,5.0,33.0,0.39,440.1597,C24H20N6O3,9.0,2.0,0.0,-1.13,3,0.8571428571428571
7491,CHEMBL166,MELARSOPROL,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,3,118669,398.35,,,,,,,,,,,,,398.35,,,,397.9965,C12H15AsN6OS2,,,,,3,0.7142857142857143
7492,CHEMBL74415,CANNABINOL,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,3,119942,310.44,5.73,2.0,1.0,29.46,4.0,N,1.0,9.32,,6.41,6.41,NEUTRAL,310.44,2.0,23.0,0.73,310.1933,C21H26O2,2.0,1.0,1.0,1.19,3,0.2857142857142857
7493,CHEMBL75094,PRINOMASTAT,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,3,120195,423.52,2.26,7.0,2.0,108.83,5.0,N,0.0,8.7,5.94,1.2,1.16,NEUTRAL,423.52,2.0,28.0,0.56,423.0923,C18H21N3O5S2,8.0,2.0,0.0,-0.86,3,0.7142857142857143
7494,CHEMBL74355,VOLINANSERIN,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,3,120674,373.47,3.83,4.0,1.0,41.93,7.0,N,0.0,13.95,8.75,3.59,2.23,BASE,373.47,2.0,27.0,0.8,373.2053,C22H28FNO3,4.0,1.0,0.0,-0.73,3,0.8571428571428571
7495,CHEMBL73822,APAZIQUONE,Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,3,121457,288.3,0.1,6.0,2.0,82.54,4.0,N,0.0,,,-0.8,-0.8,NEUTRAL,288.3,1.0,21.0,0.77,288.111,C15H16N2O4,6.0,2.0,0.0,0.84,3,0.7142857142857143
